tipo,marca,modelo,anio,precio,caracteristica
AUTOMOVIL,Kia,Cerato,2009,39615,5
CAMIONETA,Chevrolet,Silverado,2020,55217,1652
AUTOMOVIL,Nissan,Versa,2010,40204,4
AUTOMOVIL,Chevrolet,Cruze,2021,43806,5
CAMIONETA,Toyota,Tacoma,2011,52793,1793
AUTOMOVIL,Honda,Civic,2022,44395,4
AUTOMOVIL,Kia,Cerato,2012,41382,5
CAMIONETA,Chevrolet,Silverado,2023,56984,784
AUTOMOVIL,Nissan,Versa,2013,41971,4
AUTOMOVIL,Chevrolet,Cruze,2024,45573,5
CAMIONETA,Toyota,Tacoma,2014,54560,925
AUTOMOVIL,Honda,Civic,2025,46162,4
AUTOMOVIL,Kia,Cerato,2015,43149,5
CAMIONETA,Chevrolet,Silverado,2005,52136,1066
AUTOMOVIL,Nissan,Versa,2016,43738,4
AUTOMOVIL,Chevrolet,Cruze,2006,40725,5
CAMIONETA,Toyota,Tacoma,2017,56327,1207
AUTOMOVIL,Honda,Civic,2007,41314,4
AUTOMOVIL,Kia,Cerato,2018,44916,5
CAMIONETA,Chevrolet,Silverado,2008,53903,1348
AUTOMOVIL,Nissan,Versa,2019,45505,4
AUTOMOVIL,Chevrolet,Cruze,2009,42492,5
CAMIONETA,Toyota,Tacoma,2020,58094,1489
AUTOMOVIL,Honda,Civic,2010,43081,4
AUTOMOVIL,Kia,Cerato,2021,46683,5
CAMIONETA,Chevrolet,Silverado,2011,55670,1630
AUTOMOVIL,Nissan,Versa,2022,47272,4
AUTOMOVIL,Chevrolet,Cruze,2012,44259,5
CAMIONETA,Toyota,Tacoma,2023,59861,1771
AUTOMOVIL,Honda,Civic,2013,44848,4
AUTOMOVIL,Kia,Cerato,2024,48450,5
CAMIONETA,Chevrolet,Silverado,2014,57437,762
AUTOMOVIL,Nissan,Versa,2025,49039,4
AUTOMOVIL,Chevrolet,Cruze,2015,46026,5
CAMIONETA,Toyota,Tacoma,2005,55013,903
AUTOMOVIL,Honda,Civic,2016,46615,4
AUTOMOVIL,Kia,Cerato,2006,43602,5
CAMIONETA,Chevrolet,Silverado,2017,59204,1044
AUTOMOVIL,Nissan,Versa,2007,44191,4
AUTOMOVIL,Chevrolet,Cruze,2018,47793,5
CAMIONETA,Toyota,Tacoma,2008,56780,1185
AUTOMOVIL,Honda,Civic,2019,48382,4
AUTOMOVIL,Kia,Cerato,2009,45369,5
CAMIONETA,Chevrolet,Silverado,2020,60971,1326
AUTOMOVIL,Nissan,Versa,2010,45958,4
AUTOMOVIL,Chevrolet,Cruze,2021,49560,5
CAMIONETA,Toyota,Tacoma,2011,58547,1467
AUTOMOVIL,Honda,Civic,2022,50149,4
AUTOMOVIL,Kia,Cerato,2012,47136,5
CAMIONETA,Chevrolet,Silverado,2023,62738,1608
AUTOMOVIL,Nissan,Versa,2013,47725,4
AUTOMOVIL,Chevrolet,Cruze,2024,51327,5
CAMIONETA,Toyota,Tacoma,2014,60314,1749
AUTOMOVIL,Honda,Civic,2025,51916,4
AUTOMOVIL,Kia,Cerato,2015,48903,5
CAMIONETA,Chevrolet,Silverado,2005,57890,740
AUTOMOVIL,Nissan,Versa,2016,49492,4
AUTOMOVIL,Chevrolet,Cruze,2006,46479,5
CAMIONETA,Toyota,Tacoma,2017,62081,881
AUTOMOVIL,Honda,Civic,2007,47068,4
AUTOMOVIL,Kia,Cerato,2018,50670,5
CAMIONETA,Chevrolet,Silverado,2008,59657,1022
AUTOMOVIL,Nissan,Versa,2019,51259,4
AUTOMOVIL,Chevrolet,Cruze,2009,48246,5
CAMIONETA,Toyota,Tacoma,2020,63848,1163
AUTOMOVIL,Honda,Civic,2010,48835,4
AUTOMOVIL,Kia,Cerato,2021,52437,5
CAMIONETA,Chevrolet,Silverado,2011,61424,1304
AUTOMOVIL,Nissan,Versa,2022,53026,4
AUTOMOVIL,Chevrolet,Cruze,2012,50013,5
CAMIONETA,Toyota,Tacoma,2023,65615,1445
AUTOMOVIL,Honda,Civic,2013,50602,4
AUTOMOVIL,Kia,Cerato,2024,54204,5
CAMIONETA,Chevrolet,Silverado,2014,63191,1586
AUTOMOVIL,Nissan,Versa,2025,54793,4
AUTOMOVIL,Chevrolet,Cruze,2015,51780,5
CAMIONETA,Toyota,Tacoma,2005,60767,1727
AUTOMOVIL,Honda,Civic,2016,52369,4
AUTOMOVIL,Kia,Cerato,2006,49356,5
CAMIONETA,Chevrolet,Silverado,2017,64958,718
AUTOMOVIL,Nissan,Versa,2007,49945,4
AUTOMOVIL,Chevrolet,Cruze,2018,53547,5
CAMIONETA,Toyota,Tacoma,2008,62534,859
AUTOMOVIL,Honda,Civic,2019,54136,4
AUTOMOVIL,Kia,Cerato,2009,51123,5
CAMIONETA,Chevrolet,Silverado,2020,66725,1000
AUTOMOVIL,Nissan,Versa,2010,51712,4
AUTOMOVIL,Chevrolet,Cruze,2021,55314,5
CAMIONETA,Toyota,Tacoma,2011,64301,1141
AUTOMOVIL,Honda,Civic,2022,55903,4
AUTOMOVIL,Kia,Cerato,2012,52890,5
CAMIONETA,Chevrolet,Silverado,2023,68492,1282
AUTOMOVIL,Nissan,Versa,2013,53479,4
AUTOMOVIL,Chevrolet,Cruze,2024,57081,5
CAMIONETA,Toyota,Tacoma,2014,66068,1423
AUTOMOVIL,Honda,Civic,2025,57670,4
AUTOMOVIL,Kia,Cerato,2015,54657,5
CAMIONETA,Chevrolet,Silverado,2005,63644,1564
AUTOMOVIL,Nissan,Versa,2016,55246,4
AUTOMOVIL,Chevrolet,Cruze,2006,52233,5
CAMIONETA,Toyota,Tacoma,2017,67835,1705
AUTOMOVIL,Honda,Civic,2007,52822,4
AUTOMOVIL,Kia,Cerato,2018,56424,5
CAMIONETA,Chevrolet,Silverado,2008,65411,696
AUTOMOVIL,Nissan,Versa,2019,57013,4
AUTOMOVIL,Chevrolet,Cruze,2009,54000,5
CAMIONETA,Toyota,Tacoma,2020,69602,837
AUTOMOVIL,Honda,Civic,2010,54589,4
AUTOMOVIL,Kia,Cerato,2021,58191,5
CAMIONETA,Chevrolet,Silverado,2011,67178,978
AUTOMOVIL,Nissan,Versa,2022,58780,4
AUTOMOVIL,Chevrolet,Cruze,2012,55767,5
CAMIONETA,Toyota,Tacoma,2023,71369,1119
AUTOMOVIL,Honda,Civic,2013,56356,4
AUTOMOVIL,Kia,Cerato,2024,59958,5
CAMIONETA,Chevrolet,Silverado,2014,68945,1260
AUTOMOVIL,Nissan,Versa,2025,60547,4
AUTOMOVIL,Chevrolet,Cruze,2015,57534,5
CAMIONETA,Toyota,Tacoma,2005,24521,1401
AUTOMOVIL,Honda,Civic,2016,16123,4
AUTOMOVIL,Kia,Cerato,2006,13110,5
CAMIONETA,Chevrolet,Silverado,2017,28712,1542
AUTOMOVIL,Nissan,Versa,2007,13699,4
AUTOMOVIL,Chevrolet,Cruze,2018,17301,5
CAMIONETA,Toyota,Tacoma,2008,26288,1683
AUTOMOVIL,Honda,Civic,2019,17890,4
AUTOMOVIL,Kia,Cerato,2009,14877,5
CAMIONETA,Chevrolet,Silverado,2020,30479,674
AUTOMOVIL,Nissan,Versa,2010,15466,4
AUTOMOVIL,Chevrolet,Cruze,2021,19068,5
CAMIONETA,Toyota,Tacoma,2011,28055,815
AUTOMOVIL,Honda,Civic,2022,19657,4
AUTOMOVIL,Kia,Cerato,2012,16644,5
CAMIONETA,Chevrolet,Silverado,2023,32246,956
AUTOMOVIL,Nissan,Versa,2013,17233,4
AUTOMOVIL,Chevrolet,Cruze,2024,20835,5
CAMIONETA,Toyota,Tacoma,2014,29822,1097
AUTOMOVIL,Honda,Civic,2025,21424,4
AUTOMOVIL,Kia,Cerato,2015,18411,5
CAMIONETA,Chevrolet,Silverado,2005,27398,1238
AUTOMOVIL,Nissan,Versa,2016,19000,4
AUTOMOVIL,Chevrolet,Cruze,2006,15987,5
CAMIONETA,Toyota,Tacoma,2017,31589,1379
AUTOMOVIL,Honda,Civic,2007,16576,4
AUTOMOVIL,Kia,Cerato,2018,20178,5
CAMIONETA,Chevrolet,Silverado,2008,29165,1520
AUTOMOVIL,Nissan,Versa,2019,20767,4
AUTOMOVIL,Chevrolet,Cruze,2009,17754,5
CAMIONETA,Toyota,Tacoma,2020,33356,1661
AUTOMOVIL,Honda,Civic,2010,18343,4
AUTOMOVIL,Kia,Cerato,2021,21945,5
CAMIONETA,Chevrolet,Silverado,2011,30932,652
AUTOMOVIL,Nissan,Versa,2022,22534,4
AUTOMOVIL,Chevrolet,Cruze,2012,19521,5
CAMIONETA,Toyota,Tacoma,2023,35123,793
AUTOMOVIL,Honda,Civic,2013,20110,4
AUTOMOVIL,Kia,Cerato,2024,23712,5
CAMIONETA,Chevrolet,Silverado,2014,32699,934
AUTOMOVIL,Nissan,Versa,2025,24301,4
AUTOMOVIL,Chevrolet,Cruze,2015,21288,5
CAMIONETA,Toyota,Tacoma,2005,30275,1075
AUTOMOVIL,Honda,Civic,2016,21877,4
AUTOMOVIL,Kia,Cerato,2006,18864,5
CAMIONETA,Chevrolet,Silverado,2017,34466,1216
AUTOMOVIL,Nissan,Versa,2007,19453,4
AUTOMOVIL,Chevrolet,Cruze,2018,23055,5
CAMIONETA,Toyota,Tacoma,2008,32042,1357
AUTOMOVIL,Honda,Civic,2019,23644,4
AUTOMOVIL,Kia,Cerato,2009,20631,5
CAMIONETA,Chevrolet,Silverado,2020,36233,1498
AUTOMOVIL,Nissan,Versa,2010,21220,4
AUTOMOVIL,Chevrolet,Cruze,2021,24822,5
CAMIONETA,Toyota,Tacoma,2011,33809,1639
AUTOMOVIL,Honda,Civic,2022,25411,4
AUTOMOVIL,Kia,Cerato,2012,22398,5
CAMIONETA,Chevrolet,Silverado,2023,38000,1780
AUTOMOVIL,Nissan,Versa,2013,22987,4
AUTOMOVIL,Chevrolet,Cruze,2024,26589,5
CAMIONETA,Toyota,Tacoma,2014,35576,771
AUTOMOVIL,Honda,Civic,2025,27178,4
AUTOMOVIL,Kia,Cerato,2015,24165,5
CAMIONETA,Chevrolet,Silverado,2005,33152,912
AUTOMOVIL,Nissan,Versa,2016,24754,4
AUTOMOVIL,Chevrolet,Cruze,2006,21741,5
CAMIONETA,Toyota,Tacoma,2017,37343,1053
AUTOMOVIL,Honda,Civic,2007,22330,4
AUTOMOVIL,Kia,Cerato,2018,25932,5
CAMIONETA,Chevrolet,Silverado,2008,34919,1194
AUTOMOVIL,Nissan,Versa,2019,26521,4
AUTOMOVIL,Chevrolet,Cruze,2009,23508,5
CAMIONETA,Toyota,Tacoma,2020,39110,1335
AUTOMOVIL,Honda,Civic,2010,24097,4
AUTOMOVIL,Kia,Cerato,2021,27699,5
CAMIONETA,Chevrolet,Silverado,2011,36686,1476
AUTOMOVIL,Nissan,Versa,2022,28288,4
AUTOMOVIL,Chevrolet,Cruze,2012,25275,5
CAMIONETA,Toyota,Tacoma,2023,40877,1617
AUTOMOVIL,Honda,Civic,2013,25864,4
AUTOMOVIL,Kia,Cerato,2024,29466,5
CAMIONETA,Chevrolet,Silverado,2014,38453,1758
AUTOMOVIL,Nissan,Versa,2025,30055,4
AUTOMOVIL,Chevrolet,Cruze,2015,27042,5
CAMIONETA,Toyota,Tacoma,2005,36029,749
AUTOMOVIL,Honda,Civic,2016,27631,4
AUTOMOVIL,Kia,Cerato,2006,24618,5
CAMIONETA,Chevrolet,Silverado,2017,40220,890
AUTOMOVIL,Nissan,Versa,2007,25207,4
AUTOMOVIL,Chevrolet,Cruze,2018,28809,5
CAMIONETA,Toyota,Tacoma,2008,37796,1031
AUTOMOVIL,Honda,Civic,2019,29398,4
AUTOMOVIL,Kia,Cerato,2009,26385,5
CAMIONETA,Chevrolet,Silverado,2020,41987,1172
AUTOMOVIL,Nissan,Versa,2010,26974,4
AUTOMOVIL,Chevrolet,Cruze,2021,30576,5
CAMIONETA,Toyota,Tacoma,2011,39563,1313
AUTOMOVIL,Honda,Civic,2022,31165,4
AUTOMOVIL,Kia,Cerato,2012,28152,5
CAMIONETA,Chevrolet,Silverado,2023,43754,1454
AUTOMOVIL,Nissan,Versa,2013,28741,4
AUTOMOVIL,Chevrolet,Cruze,2024,32343,5
CAMIONETA,Toyota,Tacoma,2014,41330,1595
AUTOMOVIL,Honda,Civic,2025,32932,4
AUTOMOVIL,Kia,Cerato,2015,29919,5
CAMIONETA,Chevrolet,Silverado,2005,38906,1736
AUTOMOVIL,Nissan,Versa,2016,30508,4
AUTOMOVIL,Chevrolet,Cruze,2006,27495,5
CAMIONETA,Toyota,Tacoma,2017,43097,727
AUTOMOVIL,Honda,Civic,2007,28084,4
AUTOMOVIL,Kia,Cerato,2018,31686,5
CAMIONETA,Chevrolet,Silverado,2008,40673,868
AUTOMOVIL,Nissan,Versa,2019,32275,4
AUTOMOVIL,Chevrolet,Cruze,2009,29262,5
CAMIONETA,Toyota,Tacoma,2020,44864,1009
AUTOMOVIL,Honda,Civic,2010,29851,4
AUTOMOVIL,Kia,Cerato,2021,33453,5
CAMIONETA,Chevrolet,Silverado,2011,42440,1150
AUTOMOVIL,Nissan,Versa,2022,34042,4
AUTOMOVIL,Chevrolet,Cruze,2012,31029,5
CAMIONETA,Toyota,Tacoma,2023,46631,1291
AUTOMOVIL,Honda,Civic,2013,31618,4
AUTOMOVIL,Kia,Cerato,2024,35220,5
CAMIONETA,Chevrolet,Silverado,2014,44207,1432
AUTOMOVIL,Nissan,Versa,2025,35809,4
AUTOMOVIL,Chevrolet,Cruze,2015,32796,5
CAMIONETA,Toyota,Tacoma,2005,41783,1573
AUTOMOVIL,Honda,Civic,2016,33385,4
AUTOMOVIL,Kia,Cerato,2006,30372,5
CAMIONETA,Chevrolet,Silverado,2017,45974,1714
AUTOMOVIL,Nissan,Versa,2007,30961,4
AUTOMOVIL,Chevrolet,Cruze,2018,34563,5
CAMIONETA,Toyota,Tacoma,2008,43550,705
AUTOMOVIL,Honda,Civic,2019,35152,4
AUTOMOVIL,Kia,Cerato,2009,32139,5
CAMIONETA,Chevrolet,Silverado,2020,47741,846
AUTOMOVIL,Nissan,Versa,2010,32728,4
AUTOMOVIL,Chevrolet,Cruze,2021,36330,5
CAMIONETA,Toyota,Tacoma,2011,45317,987
AUTOMOVIL,Honda,Civic,2022,36919,4
AUTOMOVIL,Kia,Cerato,2012,33906,5
CAMIONETA,Chevrolet,Silverado,2023,49508,1128
AUTOMOVIL,Nissan,Versa,2013,34495,4
AUTOMOVIL,Chevrolet,Cruze,2024,38097,5
CAMIONETA,Toyota,Tacoma,2014,47084,1269
AUTOMOVIL,Honda,Civic,2025,38686,4
AUTOMOVIL,Kia,Cerato,2015,35673,5
CAMIONETA,Chevrolet,Silverado,2005,44660,1410
AUTOMOVIL,Nissan,Versa,2016,36262,4
AUTOMOVIL,Chevrolet,Cruze,2006,33249,5
CAMIONETA,Toyota,Tacoma,2017,48851,1551
AUTOMOVIL,Honda,Civic,2007,33838,4
AUTOMOVIL,Kia,Cerato,2018,37440,5
CAMIONETA,Chevrolet,Silverado,2008,46427,1692
AUTOMOVIL,Nissan,Versa,2019,38029,4
AUTOMOVIL,Chevrolet,Cruze,2009,35016,5
CAMIONETA,Toyota,Tacoma,2020,50618,683
AUTOMOVIL,Honda,Civic,2010,35605,4
AUTOMOVIL,Kia,Cerato,2021,39207,5
CAMIONETA,Chevrolet,Silverado,2011,48194,824
AUTOMOVIL,Nissan,Versa,2022,39796,4
AUTOMOVIL,Chevrolet,Cruze,2012,36783,5
CAMIONETA,Toyota,Tacoma,2023,52385,965
AUTOMOVIL,Honda,Civic,2013,37372,4
AUTOMOVIL,Kia,Cerato,2024,40974,5
CAMIONETA,Chevrolet,Silverado,2014,49961,1106
AUTOMOVIL,Nissan,Versa,2025,41563,4
AUTOMOVIL,Chevrolet,Cruze,2015,38550,5
CAMIONETA,Toyota,Tacoma,2005,47537,1247
AUTOMOVIL,Honda,Civic,2016,39139,4
AUTOMOVIL,Kia,Cerato,2006,36126,5
CAMIONETA,Chevrolet,Silverado,2017,51728,1388
AUTOMOVIL,Nissan,Versa,2007,36715,4
AUTOMOVIL,Chevrolet,Cruze,2018,40317,5
CAMIONETA,Toyota,Tacoma,2008,49304,1529
AUTOMOVIL,Honda,Civic,2019,40906,4
AUTOMOVIL,Kia,Cerato,2009,37893,5
CAMIONETA,Chevrolet,Silverado,2020,53495,1670
AUTOMOVIL,Nissan,Versa,2010,38482,4
AUTOMOVIL,Chevrolet,Cruze,2021,42084,5
CAMIONETA,Toyota,Tacoma,2011,51071,661
AUTOMOVIL,Honda,Civic,2022,42673,4
AUTOMOVIL,Kia,Cerato,2012,39660,5
CAMIONETA,Chevrolet,Silverado,2023,55262,802
AUTOMOVIL,Nissan,Versa,2013,40249,4
AUTOMOVIL,Chevrolet,Cruze,2024,43851,5
CAMIONETA,Toyota,Tacoma,2014,52838,943
AUTOMOVIL,Honda,Civic,2025,44440,4
AUTOMOVIL,Kia,Cerato,2015,41427,5
CAMIONETA,Chevrolet,Silverado,2005,50414,1084
AUTOMOVIL,Nissan,Versa,2016,42016,4
AUTOMOVIL,Chevrolet,Cruze,2006,39003,5
CAMIONETA,Toyota,Tacoma,2017,54605,1225
AUTOMOVIL,Honda,Civic,2007,39592,4
AUTOMOVIL,Kia,Cerato,2018,43194,5
CAMIONETA,Chevrolet,Silverado,2008,52181,1366
AUTOMOVIL,Nissan,Versa,2019,43783,4
AUTOMOVIL,Chevrolet,Cruze,2009,40770,5
CAMIONETA,Toyota,Tacoma,2020,56372,1507
AUTOMOVIL,Honda,Civic,2010,41359,4
AUTOMOVIL,Kia,Cerato,2021,44961,5
CAMIONETA,Chevrolet,Silverado,2011,53948,1648
AUTOMOVIL,Nissan,Versa,2022,45550,4
AUTOMOVIL,Chevrolet,Cruze,2012,42537,5
CAMIONETA,Toyota,Tacoma,2023,58139,1789
AUTOMOVIL,Honda,Civic,2013,43126,4
AUTOMOVIL,Kia,Cerato,2024,46728,5
CAMIONETA,Chevrolet,Silverado,2014,55715,780
AUTOMOVIL,Nissan,Versa,2025,47317,4
AUTOMOVIL,Chevrolet,Cruze,2015,44304,5
CAMIONETA,Toyota,Tacoma,2005,53291,921
AUTOMOVIL,Honda,Civic,2016,44893,4
AUTOMOVIL,Kia,Cerato,2006,41880,5
CAMIONETA,Chevrolet,Silverado,2017,57482,1062
AUTOMOVIL,Nissan,Versa,2007,42469,4
AUTOMOVIL,Chevrolet,Cruze,2018,46071,5
CAMIONETA,Toyota,Tacoma,2008,55058,1203
AUTOMOVIL,Honda,Civic,2019,46660,4
AUTOMOVIL,Kia,Cerato,2009,43647,5
CAMIONETA,Chevrolet,Silverado,2020,59249,1344
AUTOMOVIL,Nissan,Versa,2010,44236,4
AUTOMOVIL,Chevrolet,Cruze,2021,47838,5
CAMIONETA,Toyota,Tacoma,2011,56825,1485
AUTOMOVIL,Honda,Civic,2022,48427,4
AUTOMOVIL,Kia,Cerato,2012,45414,5
CAMIONETA,Chevrolet,Silverado,2023,61016,1626
AUTOMOVIL,Nissan,Versa,2013,46003,4
AUTOMOVIL,Chevrolet,Cruze,2024,49605,5
CAMIONETA,Toyota,Tacoma,2014,58592,1767
AUTOMOVIL,Honda,Civic,2025,50194,4
AUTOMOVIL,Kia,Cerato,2015,47181,5
CAMIONETA,Chevrolet,Silverado,2005,56168,758
AUTOMOVIL,Nissan,Versa,2016,47770,4
AUTOMOVIL,Chevrolet,Cruze,2006,44757,5
CAMIONETA,Toyota,Tacoma,2017,60359,899
AUTOMOVIL,Honda,Civic,2007,45346,4
AUTOMOVIL,Kia,Cerato,2018,48948,5
CAMIONETA,Chevrolet,Silverado,2008,57935,1040
AUTOMOVIL,Nissan,Versa,2019,49537,4
AUTOMOVIL,Chevrolet,Cruze,2009,46524,5
CAMIONETA,Toyota,Tacoma,2020,62126,1181
AUTOMOVIL,Honda,Civic,2010,47113,4
AUTOMOVIL,Kia,Cerato,2021,50715,5
CAMIONETA,Chevrolet,Silverado,2011,59702,1322
AUTOMOVIL,Nissan,Versa,2022,51304,4
AUTOMOVIL,Chevrolet,Cruze,2012,48291,5
CAMIONETA,Toyota,Tacoma,2023,63893,1463
AUTOMOVIL,Honda,Civic,2013,48880,4
AUTOMOVIL,Kia,Cerato,2024,52482,5
CAMIONETA,Chevrolet,Silverado,2014,61469,1604
AUTOMOVIL,Nissan,Versa,2025,53071,4
AUTOMOVIL,Chevrolet,Cruze,2015,50058,5
CAMIONETA,Toyota,Tacoma,2005,59045,1745
AUTOMOVIL,Honda,Civic,2016,50647,4
AUTOMOVIL,Kia,Cerato,2006,47634,5
CAMIONETA,Chevrolet,Silverado,2017,63236,736
AUTOMOVIL,Nissan,Versa,2007,48223,4
AUTOMOVIL,Chevrolet,Cruze,2018,51825,5
CAMIONETA,Toyota,Tacoma,2008,60812,877
AUTOMOVIL,Honda,Civic,2019,52414,4
AUTOMOVIL,Kia,Cerato,2009,49401,5
CAMIONETA,Chevrolet,Silverado,2020,65003,1018
AUTOMOVIL,Nissan,Versa,2010,49990,4
AUTOMOVIL,Chevrolet,Cruze,2021,53592,5
CAMIONETA,Toyota,Tacoma,2011,62579,1159
AUTOMOVIL,Honda,Civic,2022,54181,4
AUTOMOVIL,Kia,Cerato,2012,51168,5
CAMIONETA,Chevrolet,Silverado,2023,66770,1300
AUTOMOVIL,Nissan,Versa,2013,51757,4
AUTOMOVIL,Chevrolet,Cruze,2024,55359,5
CAMIONETA,Toyota,Tacoma,2014,64346,1441
AUTOMOVIL,Honda,Civic,2025,55948,4
AUTOMOVIL,Kia,Cerato,2015,52935,5
CAMIONETA,Chevrolet,Silverado,2005,61922,1582
AUTOMOVIL,Nissan,Versa,2016,53524,4
AUTOMOVIL,Chevrolet,Cruze,2006,50511,5
CAMIONETA,Toyota,Tacoma,2017,66113,1723
AUTOMOVIL,Honda,Civic,2007,51100,4
AUTOMOVIL,Kia,Cerato,2018,54702,5
CAMIONETA,Chevrolet,Silverado,2008,63689,714
AUTOMOVIL,Nissan,Versa,2019,55291,4
AUTOMOVIL,Chevrolet,Cruze,2009,52278,5
CAMIONETA,Toyota,Tacoma,2020,67880,855
AUTOMOVIL,Honda,Civic,2010,52867,4
AUTOMOVIL,Kia,Cerato,2021,56469,5
CAMIONETA,Chevrolet,Silverado,2011,65456,996
AUTOMOVIL,Nissan,Versa,2022,57058,4
AUTOMOVIL,Chevrolet,Cruze,2012,54045,5
CAMIONETA,Toyota,Tacoma,2023,69647,1137
AUTOMOVIL,Honda,Civic,2013,54634,4
AUTOMOVIL,Kia,Cerato,2024,58236,5
CAMIONETA,Chevrolet,Silverado,2014,67223,1278
AUTOMOVIL,Nissan,Versa,2025,58825,4
AUTOMOVIL,Chevrolet,Cruze,2015,55812,5
CAMIONETA,Toyota,Tacoma,2005,64799,1419
AUTOMOVIL,Honda,Civic,2016,56401,4
AUTOMOVIL,Kia,Cerato,2006,53388,5
CAMIONETA,Chevrolet,Silverado,2017,68990,1560
AUTOMOVIL,Nissan,Versa,2007,53977,4
AUTOMOVIL,Chevrolet,Cruze,2018,57579,5
CAMIONETA,Toyota,Tacoma,2008,66566,1701
AUTOMOVIL,Honda,Civic,2019,58168,4
AUTOMOVIL,Kia,Cerato,2009,55155,5
CAMIONETA,Chevrolet,Silverado,2020,70757,692
AUTOMOVIL,Nissan,Versa,2010,55744,4
AUTOMOVIL,Chevrolet,Cruze,2021,59346,5
CAMIONETA,Toyota,Tacoma,2011,68333,833
AUTOMOVIL,Honda,Civic,2022,17935,4
AUTOMOVIL,Kia,Cerato,2012,14922,5
CAMIONETA,Chevrolet,Silverado,2023,30524,974
AUTOMOVIL,Nissan,Versa,2013,15511,4
AUTOMOVIL,Chevrolet,Cruze,2024,19113,5
CAMIONETA,Toyota,Tacoma,2014,28100,1115
AUTOMOVIL,Honda,Civic,2025,19702,4
AUTOMOVIL,Kia,Cerato,2015,16689,5
CAMIONETA,Chevrolet,Silverado,2005,25676,1256
AUTOMOVIL,Nissan,Versa,2016,17278,4
AUTOMOVIL,Chevrolet,Cruze,2006,14265,5
CAMIONETA,Toyota,Tacoma,2017,29867,1397
AUTOMOVIL,Honda,Civic,2007,14854,4
AUTOMOVIL,Kia,Cerato,2018,18456,5
CAMIONETA,Chevrolet,Silverado,2008,27443,1538
AUTOMOVIL,Nissan,Versa,2019,19045,4
AUTOMOVIL,Chevrolet,Cruze,2009,16032,5
CAMIONETA,Toyota,Tacoma,2020,31634,1679
AUTOMOVIL,Honda,Civic,2010,16621,4
AUTOMOVIL,Kia,Cerato,2021,20223,5
CAMIONETA,Chevrolet,Silverado,2011,29210,670
AUTOMOVIL,Nissan,Versa,2022,20812,4
AUTOMOVIL,Chevrolet,Cruze,2012,17799,5
CAMIONETA,Toyota,Tacoma,2023,33401,811
AUTOMOVIL,Honda,Civic,2013,18388,4
AUTOMOVIL,Kia,Cerato,2024,21990,5
CAMIONETA,Chevrolet,Silverado,2014,30977,952
AUTOMOVIL,Nissan,Versa,2025,22579,4
AUTOMOVIL,Chevrolet,Cruze,2015,19566,5
CAMIONETA,Toyota,Tacoma,2005,28553,1093
AUTOMOVIL,Honda,Civic,2016,20155,4
AUTOMOVIL,Kia,Cerato,2006,17142,5
CAMIONETA,Chevrolet,Silverado,2017,32744,1234
AUTOMOVIL,Nissan,Versa,2007,17731,4
AUTOMOVIL,Chevrolet,Cruze,2018,21333,5
CAMIONETA,Toyota,Tacoma,2008,30320,1375
AUTOMOVIL,Honda,Civic,2019,21922,4
AUTOMOVIL,Kia,Cerato,2009,18909,5
CAMIONETA,Chevrolet,Silverado,2020,34511,1516
AUTOMOVIL,Nissan,Versa,2010,19498,4
AUTOMOVIL,Chevrolet,Cruze,2021,23100,5
CAMIONETA,Toyota,Tacoma,2011,32087,1657
AUTOMOVIL,Honda,Civic,2022,23689,4
AUTOMOVIL,Kia,Cerato,2012,20676,5
CAMIONETA,Chevrolet,Silverado,2023,36278,1798
AUTOMOVIL,Nissan,Versa,2013,21265,4
AUTOMOVIL,Chevrolet,Cruze,2024,24867,5
CAMIONETA,Toyota,Tacoma,2014,33854,789
AUTOMOVIL,Honda,Civic,2025,25456,4
AUTOMOVIL,Kia,Cerato,2015,22443,5
CAMIONETA,Chevrolet,Silverado,2005,31430,930
AUTOMOVIL,Nissan,Versa,2016,23032,4
AUTOMOVIL,Chevrolet,Cruze,2006,20019,5
CAMIONETA,Toyota,Tacoma,2017,35621,1071
AUTOMOVIL,Honda,Civic,2007,20608,4
AUTOMOVIL,Kia,Cerato,2018,24210,5
CAMIONETA,Chevrolet,Silverado,2008,33197,1212
AUTOMOVIL,Nissan,Versa,2019,24799,4
AUTOMOVIL,Chevrolet,Cruze,2009,21786,5
CAMIONETA,Toyota,Tacoma,2020,37388,1353
AUTOMOVIL,Honda,Civic,2010,22375,4
AUTOMOVIL,Kia,Cerato,2021,25977,5
CAMIONETA,Chevrolet,Silverado,2011,34964,1494
AUTOMOVIL,Nissan,Versa,2022,26566,4
AUTOMOVIL,Chevrolet,Cruze,2012,23553,5
CAMIONETA,Toyota,Tacoma,2023,39155,1635
AUTOMOVIL,Honda,Civic,2013,24142,4
AUTOMOVIL,Kia,Cerato,2024,27744,5
CAMIONETA,Chevrolet,Silverado,2014,36731,1776
AUTOMOVIL,Nissan,Versa,2025,28333,4
AUTOMOVIL,Chevrolet,Cruze,2015,25320,5
CAMIONETA,Toyota,Tacoma,2005,34307,767
AUTOMOVIL,Honda,Civic,2016,25909,4
AUTOMOVIL,Kia,Cerato,2006,22896,5
CAMIONETA,Chevrolet,Silverado,2017,38498,908
AUTOMOVIL,Nissan,Versa,2007,23485,4
AUTOMOVIL,Chevrolet,Cruze,2018,27087,5
CAMIONETA,Toyota,Tacoma,2008,36074,1049
AUTOMOVIL,Honda,Civic,2019,27676,4
